D:\Code\3sem\proga\dataset2\brown_bear_0000.jpg,dataset2\brown_bear_0000.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0001.jpg,dataset2\brown_bear_0001.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0002.jpg,dataset2\brown_bear_0002.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0003.jpg,dataset2\brown_bear_0003.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0004.jpg,dataset2\brown_bear_0004.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0005.jpg,dataset2\brown_bear_0005.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0006.jpg,dataset2\brown_bear_0006.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0007.jpg,dataset2\brown_bear_0007.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0008.jpg,dataset2\brown_bear_0008.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0009.jpg,dataset2\brown_bear_0009.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0010.jpg,dataset2\brown_bear_0010.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0011.jpg,dataset2\brown_bear_0011.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0012.jpg,dataset2\brown_bear_0012.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0013.jpg,dataset2\brown_bear_0013.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0014.jpg,dataset2\brown_bear_0014.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0015.jpg,dataset2\brown_bear_0015.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0016.jpg,dataset2\brown_bear_0016.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0017.jpg,dataset2\brown_bear_0017.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0018.jpg,dataset2\brown_bear_0018.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0019.jpg,dataset2\brown_bear_0019.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0020.jpg,dataset2\brown_bear_0020.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0021.jpg,dataset2\brown_bear_0021.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0022.jpg,dataset2\brown_bear_0022.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0023.jpg,dataset2\brown_bear_0023.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0024.jpg,dataset2\brown_bear_0024.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0025.jpg,dataset2\brown_bear_0025.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0026.jpg,dataset2\brown_bear_0026.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0027.jpg,dataset2\brown_bear_0027.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0028.jpg,dataset2\brown_bear_0028.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0029.jpg,dataset2\brown_bear_0029.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0030.jpg,dataset2\brown_bear_0030.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0031.jpg,dataset2\brown_bear_0031.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0032.jpg,dataset2\brown_bear_0032.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0033.jpg,dataset2\brown_bear_0033.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0034.jpg,dataset2\brown_bear_0034.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0035.jpg,dataset2\brown_bear_0035.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0036.jpg,dataset2\brown_bear_0036.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0037.jpg,dataset2\brown_bear_0037.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0038.jpg,dataset2\brown_bear_0038.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0039.jpg,dataset2\brown_bear_0039.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0040.jpg,dataset2\brown_bear_0040.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0041.jpg,dataset2\brown_bear_0041.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0042.jpg,dataset2\brown_bear_0042.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0043.jpg,dataset2\brown_bear_0043.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0044.jpg,dataset2\brown_bear_0044.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0045.jpg,dataset2\brown_bear_0045.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0046.jpg,dataset2\brown_bear_0046.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0047.jpg,dataset2\brown_bear_0047.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0048.jpg,dataset2\brown_bear_0048.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0049.jpg,dataset2\brown_bear_0049.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0050.jpg,dataset2\brown_bear_0050.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0051.jpg,dataset2\brown_bear_0051.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0052.jpg,dataset2\brown_bear_0052.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0053.jpg,dataset2\brown_bear_0053.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0054.jpg,dataset2\brown_bear_0054.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0055.jpg,dataset2\brown_bear_0055.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0056.jpg,dataset2\brown_bear_0056.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0057.jpg,dataset2\brown_bear_0057.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0058.jpg,dataset2\brown_bear_0058.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0059.jpg,dataset2\brown_bear_0059.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0060.jpg,dataset2\brown_bear_0060.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0061.jpg,dataset2\brown_bear_0061.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0062.jpg,dataset2\brown_bear_0062.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0063.jpg,dataset2\brown_bear_0063.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0064.jpg,dataset2\brown_bear_0064.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0065.jpg,dataset2\brown_bear_0065.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0066.jpg,dataset2\brown_bear_0066.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0067.jpg,dataset2\brown_bear_0067.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0068.jpg,dataset2\brown_bear_0068.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0069.jpg,dataset2\brown_bear_0069.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0070.jpg,dataset2\brown_bear_0070.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0071.jpg,dataset2\brown_bear_0071.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0072.jpg,dataset2\brown_bear_0072.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0073.jpg,dataset2\brown_bear_0073.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0074.jpg,dataset2\brown_bear_0074.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0075.jpg,dataset2\brown_bear_0075.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0076.jpg,dataset2\brown_bear_0076.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0077.jpg,dataset2\brown_bear_0077.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0078.jpg,dataset2\brown_bear_0078.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0079.jpg,dataset2\brown_bear_0079.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0080.jpg,dataset2\brown_bear_0080.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0081.jpg,dataset2\brown_bear_0081.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0082.jpg,dataset2\brown_bear_0082.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0083.jpg,dataset2\brown_bear_0083.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0084.jpg,dataset2\brown_bear_0084.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0085.jpg,dataset2\brown_bear_0085.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0086.jpg,dataset2\brown_bear_0086.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0087.jpg,dataset2\brown_bear_0087.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0088.jpg,dataset2\brown_bear_0088.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0089.jpg,dataset2\brown_bear_0089.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0090.jpg,dataset2\brown_bear_0090.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0091.jpg,dataset2\brown_bear_0091.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0092.jpg,dataset2\brown_bear_0092.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0093.jpg,dataset2\brown_bear_0093.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0094.jpg,dataset2\brown_bear_0094.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0095.jpg,dataset2\brown_bear_0095.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0096.jpg,dataset2\brown_bear_0096.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0097.jpg,dataset2\brown_bear_0097.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0098.jpg,dataset2\brown_bear_0098.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0099.jpg,dataset2\brown_bear_0099.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0100.jpg,dataset2\brown_bear_0100.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0101.jpg,dataset2\brown_bear_0101.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0102.jpg,dataset2\brown_bear_0102.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0103.jpg,dataset2\brown_bear_0103.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0104.jpg,dataset2\brown_bear_0104.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0105.jpg,dataset2\brown_bear_0105.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0106.jpg,dataset2\brown_bear_0106.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0107.jpg,dataset2\brown_bear_0107.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0108.jpg,dataset2\brown_bear_0108.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0109.jpg,dataset2\brown_bear_0109.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0110.jpg,dataset2\brown_bear_0110.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0111.jpg,dataset2\brown_bear_0111.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0112.jpg,dataset2\brown_bear_0112.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0113.jpg,dataset2\brown_bear_0113.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0114.jpg,dataset2\brown_bear_0114.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0115.jpg,dataset2\brown_bear_0115.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0116.jpg,dataset2\brown_bear_0116.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0117.jpg,dataset2\brown_bear_0117.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0118.jpg,dataset2\brown_bear_0118.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0119.jpg,dataset2\brown_bear_0119.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0120.jpg,dataset2\brown_bear_0120.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0121.jpg,dataset2\brown_bear_0121.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0122.jpg,dataset2\brown_bear_0122.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0123.jpg,dataset2\brown_bear_0123.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0124.jpg,dataset2\brown_bear_0124.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0125.jpg,dataset2\brown_bear_0125.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0126.jpg,dataset2\brown_bear_0126.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0127.jpg,dataset2\brown_bear_0127.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0128.jpg,dataset2\brown_bear_0128.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0129.jpg,dataset2\brown_bear_0129.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0130.jpg,dataset2\brown_bear_0130.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0131.jpg,dataset2\brown_bear_0131.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0132.jpg,dataset2\brown_bear_0132.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0133.jpg,dataset2\brown_bear_0133.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0134.jpg,dataset2\brown_bear_0134.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0135.jpg,dataset2\brown_bear_0135.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0136.jpg,dataset2\brown_bear_0136.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0137.jpg,dataset2\brown_bear_0137.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0138.jpg,dataset2\brown_bear_0138.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0139.jpg,dataset2\brown_bear_0139.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0140.jpg,dataset2\brown_bear_0140.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0141.jpg,dataset2\brown_bear_0141.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0142.jpg,dataset2\brown_bear_0142.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0143.jpg,dataset2\brown_bear_0143.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0144.jpg,dataset2\brown_bear_0144.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0145.jpg,dataset2\brown_bear_0145.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0146.jpg,dataset2\brown_bear_0146.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0147.jpg,dataset2\brown_bear_0147.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0148.jpg,dataset2\brown_bear_0148.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0149.jpg,dataset2\brown_bear_0149.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0150.jpg,dataset2\brown_bear_0150.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0151.jpg,dataset2\brown_bear_0151.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0152.jpg,dataset2\brown_bear_0152.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0153.jpg,dataset2\brown_bear_0153.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0154.jpg,dataset2\brown_bear_0154.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0155.jpg,dataset2\brown_bear_0155.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0156.jpg,dataset2\brown_bear_0156.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0157.jpg,dataset2\brown_bear_0157.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0158.jpg,dataset2\brown_bear_0158.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0159.jpg,dataset2\brown_bear_0159.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0160.jpg,dataset2\brown_bear_0160.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0161.jpg,dataset2\brown_bear_0161.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0162.jpg,dataset2\brown_bear_0162.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0163.jpg,dataset2\brown_bear_0163.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0164.jpg,dataset2\brown_bear_0164.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0165.jpg,dataset2\brown_bear_0165.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0166.jpg,dataset2\brown_bear_0166.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0167.jpg,dataset2\brown_bear_0167.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0168.jpg,dataset2\brown_bear_0168.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0169.jpg,dataset2\brown_bear_0169.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0170.jpg,dataset2\brown_bear_0170.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0171.jpg,dataset2\brown_bear_0171.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0172.jpg,dataset2\brown_bear_0172.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0173.jpg,dataset2\brown_bear_0173.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0174.jpg,dataset2\brown_bear_0174.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0175.jpg,dataset2\brown_bear_0175.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0176.jpg,dataset2\brown_bear_0176.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0177.jpg,dataset2\brown_bear_0177.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0178.jpg,dataset2\brown_bear_0178.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0179.jpg,dataset2\brown_bear_0179.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0180.jpg,dataset2\brown_bear_0180.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0181.jpg,dataset2\brown_bear_0181.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0182.jpg,dataset2\brown_bear_0182.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0183.jpg,dataset2\brown_bear_0183.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0184.jpg,dataset2\brown_bear_0184.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0185.jpg,dataset2\brown_bear_0185.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0186.jpg,dataset2\brown_bear_0186.jpg,brown_bear
D:\Code\3sem\proga\dataset2\brown_bear_0187.jpg,dataset2\brown_bear_0187.jpg,brown_bear
